complaint_id,date,raw_text,_true_ward,_true_issue
CMP00356,2026-07-11,"Road near New Market Complex in Ward 3 badly damaged after rains, potholes everywhere.",Ward 3,pothole
CMP00451,2026-07-11,Complaint raised earlier too - streetlight at Housing Colony Gate (Ward 12) still not fixed.,Ward 12,streetlight
CMP00473,2026-07-11,"Sewage line broken near Old Bus Stand, Ward 13, dirty water flowing on road for several months.",Ward 13,sewage
CMP00496,2026-07-11,"Every monsoon the road near Old Bus Stand in Ward 13 gets waterlogged, no permanent solution done yet.",Ward 13,waterlogging
CMP00568,2026-07-11,"Road near Shiv Mandir Road in Ward 11 badly damaged after rains, potholes everywhere.",Ward 11,pothole
CMP00593,2026-07-11,Municipal garbage van has skipped our street near Ambedkar Park (Ward 7) for 5 days.,Ward 7,garbage
CMP00125,2026-07-12,Complaint raised earlier too - streetlight at Ring Road Junction (Ward 12) still not fixed.,Ward 12,streetlight
CMP00176,2026-07-12,Complaint raised earlier too - streetlight at Govt School (Ward 6) still not fixed.,Ward 6,streetlight
CMP00230,2026-07-12,"Stagnant water near Railway Station Road for 2 days, mosquito breeding ground, Ward 7 residents worried.",Ward 7,waterlogging
CMP00323,2026-07-12,"Large pothole near Main Bazaar, Ward 2 causing accidents, two-wheelers keep skidding.",Ward 2,pothole
CMP00346,2026-07-12,"Multiple streetlights down on the stretch near Old Bus Stand in Ward 12, women feel unsafe.",Ward 12,streetlight
CMP00479,2026-07-12,"Irregular water supply timing in Ward 6 near Govt School, affecting daily routine.",Ward 6,water_supply
CMP00487,2026-07-12,"Garbage not collected for over a month near Ring Road Junction, Ward 1. Foul smell spreading.",Ward 1,garbage
CMP00545,2026-07-12,"No water supply near Old Bus Stand, Ward 3 for 5 days, please check pipeline.",Ward 3,water_supply
CMP00552,2026-07-12,"Overflowing garbage bin at Housing Colony Gate, Ward 4, please send collection truck.",Ward 4,garbage
CMP00183,2026-07-13,"Same pothole near Railway Station Road (Ward 6) reported several months ago, still not repaired.",Ward 6,pothole
CMP00220,2026-07-13,"Sir humara area Ward 2 Gandhi Chowk ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 2,waterlogging
CMP00278,2026-07-13,"Irregular water supply timing in Ward 8 near Shiv Mandir Road, affecting daily routine.",Ward 8,water_supply
CMP00319,2026-07-13,"Garbage not collected for 5 days near New Market Complex, Ward 3. Foul smell spreading.",Ward 3,garbage
CMP00408,2026-07-13,Municipal garbage van has skipped our street near Industrial Area Gate (Ward 1) for 10 days.,Ward 1,garbage
CMP00446,2026-07-13,"Multiple streetlights down on the stretch near Sector 4 Market in Ward 11, women feel unsafe.",Ward 11,streetlight
CMP00476,2026-07-13,"Irregular water supply timing in Ward 8 near Ambedkar Park, affecting daily routine.",Ward 8,water_supply
CMP00494,2026-07-13,Municipal garbage van has skipped our street near Industrial Area Gate (Ward 13) for several months.,Ward 13,garbage
CMP00006,2026-07-14,"Overflowing garbage bin at Sector 4 Market, Ward 10, please send collection truck.",Ward 10,garbage
CMP00040,2026-07-14,Heavy waterlogging near Gandhi Chowk in Ward 12 since 3 weeks. Road is completely flooded.,Ward 12,waterlogging
CMP00110,2026-07-14,"Overflowing garbage bin at Housing Colony Gate, Ward 1, please send collection truck.",Ward 1,garbage
CMP00274,2026-07-14,Heavy waterlogging near Housing Colony Gate in Ward 7 since 2 days. Road is completely flooded.,Ward 7,waterlogging
CMP00350,2026-07-14,"Sir humara area Ward 13 Riverside Lane ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 13,waterlogging
CMP00383,2026-07-14,"Overflowing garbage bin at Housing Colony Gate, Ward 7, please send collection truck.",Ward 7,garbage
CMP00561,2026-07-14,"Large pothole near Gandhi Chowk, Ward 4 causing accidents, two-wheelers keep skidding.",Ward 4,pothole
CMP00075,2026-07-15,"Garbage not collected for 10 days near Industrial Area Gate, Ward 3. Foul smell spreading.",Ward 3,garbage
CMP00193,2026-07-15,"Large pothole near Railway Station Road, Ward 12 causing accidents, two-wheelers keep skidding.",Ward 12,pothole
CMP00242,2026-07-15,"Large pothole near New Market Complex, Ward 4 causing accidents, two-wheelers keep skidding.",Ward 4,pothole
CMP00245,2026-07-15,"Every monsoon the road near Ambedkar Park in Ward 5 gets waterlogged, no permanent solution done yet.",Ward 5,waterlogging
CMP00298,2026-07-15,"Drain overflow causing water to enter houses near New Market Complex, Ward 12. Please help urgently.",Ward 12,waterlogging
CMP00510,2026-07-15,"Same pothole near Main Bazaar (Ward 7) reported a week ago, still not repaired.",Ward 7,pothole
CMP00537,2026-07-15,"Garbage not collected for 10 days near Housing Colony Gate, Ward 11. Foul smell spreading.",Ward 11,garbage
CMP00199,2026-07-16,"Sewage line broken near Ring Road Junction, Ward 12, dirty water flowing on road for several months.",Ward 12,sewage
CMP00218,2026-07-16,"Same pothole near Ambedkar Park (Ward 2) reported 5 days ago, still not repaired.",Ward 2,pothole
CMP00239,2026-07-16,Complaint raised earlier too - streetlight at Railway Station Road (Ward 13) still not fixed.,Ward 13,streetlight
CMP00313,2026-07-16,"Multiple streetlights down on the stretch near Old Bus Stand in Ward 2, women feel unsafe.",Ward 2,streetlight
CMP00456,2026-07-16,"Road near Housing Colony Gate in Ward 13 badly damaged after rains, potholes everywhere.",Ward 13,pothole
CMP00465,2026-07-16,"Sir humara area Ward 3 Community Hall ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 3,waterlogging
CMP00480,2026-07-16,Municipal garbage van has skipped our street near Housing Colony Gate (Ward 1) for a week.,Ward 1,garbage
CMP00529,2026-07-16,"Stagnant water near Ring Road Junction for 2 days, mosquito breeding ground, Ward 5 residents worried.",Ward 5,waterlogging
CMP00011,2026-07-17,Municipal garbage van has skipped our street near Petrol Pump Circle (Ward 12) for several months.,Ward 12,garbage
CMP00067,2026-07-17,"Drain overflow causing water to enter houses near Gandhi Chowk, Ward 8. Please help urgently.",Ward 8,waterlogging
CMP00202,2026-07-17,Municipal garbage van has skipped our street near Gandhi Chowk (Ward 9) for over a month.,Ward 9,garbage
CMP00217,2026-07-17,Municipal garbage van has skipped our street near Housing Colony Gate (Ward 1) for a week.,Ward 1,garbage
CMP00276,2026-07-17,Complaint raised earlier too - streetlight at Ring Road Junction (Ward 7) still not fixed.,Ward 7,streetlight
CMP00365,2026-07-17,"Contaminated water coming from tap near Old Bus Stand in Ward 7, smells bad.",Ward 7,water_supply
CMP00409,2026-07-17,"Large pothole near Community Hall, Ward 5 causing accidents, two-wheelers keep skidding.",Ward 5,pothole
CMP00504,2026-07-17,"Manhole overflow near Main Bazaar in Ward 7, extremely unhygienic condition.",Ward 7,sewage
CMP00557,2026-07-17,"Illegal dumping of construction waste near Railway Station Road in Ward 12, causing blockage.",Ward 12,garbage
CMP00573,2026-07-17,"Large pothole near Main Bazaar, Ward 4 causing accidents, two-wheelers keep skidding.",Ward 4,pothole
CMP00026,2026-07-18,"Same pothole near Sector 4 Market (Ward 5) reported a week ago, still not repaired.",Ward 5,pothole
CMP00057,2026-07-18,"Sewage line broken near Ambedkar Park, Ward 5, dirty water flowing on road for a week.",Ward 5,sewage
CMP00066,2026-07-18,"No water supply near Main Bazaar, Ward 2 for 2 days, please check pipeline.",Ward 2,water_supply
CMP00214,2026-07-18,"Overflowing garbage bin at Govt School, Ward 3, please send collection truck.",Ward 3,garbage
CMP00357,2026-07-18,"Contaminated water coming from tap near Old Bus Stand in Ward 11, smells bad.",Ward 11,water_supply
CMP00563,2026-07-18,"Garbage not collected for 10 days near Railway Station Road, Ward 2. Foul smell spreading.",Ward 2,garbage
CMP00008,2026-07-19,"Stagnant water near Main Bazaar for 2 days, mosquito breeding ground, Ward 5 residents worried.",Ward 5,waterlogging
CMP00190,2026-07-19,"Drain overflow causing water to enter houses near Railway Station Road, Ward 10. Please help urgently.",Ward 10,waterlogging
CMP00282,2026-07-19,"Large pothole near Community Hall, Ward 7 causing accidents, two-wheelers keep skidding.",Ward 7,pothole
CMP00288,2026-07-19,"Irregular water supply timing in Ward 10 near Old Bus Stand, affecting daily routine.",Ward 10,water_supply
CMP00378,2026-07-19,Complaint raised earlier too - streetlight at Ring Road Junction (Ward 7) still not fixed.,Ward 7,streetlight
CMP00425,2026-07-19,Municipal garbage van has skipped our street near Housing Colony Gate (Ward 13) for several months.,Ward 13,garbage
CMP00438,2026-07-19,"Every monsoon the road near Petrol Pump Circle in Ward 8 gets waterlogged, no permanent solution done yet.",Ward 8,waterlogging
CMP00449,2026-07-19,"Manhole overflow near Industrial Area Gate in Ward 3, extremely unhygienic condition.",Ward 3,sewage
CMP00454,2026-07-19,"Overflowing garbage bin at Shiv Mandir Road, Ward 11, please send collection truck.",Ward 11,garbage
CMP00468,2026-07-19,"No water supply near Railway Station Road, Ward 9 for 3 weeks, please check pipeline.",Ward 9,water_supply
CMP00502,2026-07-19,"Overflowing garbage bin at Riverside Lane, Ward 9, please send collection truck.",Ward 9,garbage
CMP00310,2026-07-20,"Irregular water supply timing in Ward 7 near Main Bazaar, affecting daily routine.",Ward 7,water_supply
CMP00522,2026-07-20,Complaint raised earlier too - streetlight at Shiv Mandir Road (Ward 12) still not fixed.,Ward 12,streetlight
CMP00208,2026-07-21,"Illegal dumping of construction waste near Railway Station Road in Ward 10, causing blockage.",Ward 10,garbage
CMP00368,2026-07-21,"Garbage not collected for 2 days near Old Bus Stand, Ward 12. Foul smell spreading.",Ward 12,garbage
CMP00372,2026-07-21,"Sir humara area Ward 12 Shiv Mandir Road ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 12,waterlogging
CMP00509,2026-07-21,"Large pothole near Housing Colony Gate, Ward 8 causing accidents, two-wheelers keep skidding.",Ward 8,pothole
CMP00551,2026-07-21,"Large pothole near Industrial Area Gate, Ward 9 causing accidents, two-wheelers keep skidding.",Ward 9,pothole
CMP00571,2026-07-21,"Sir humara area Ward 12 Main Bazaar ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 12,waterlogging
CMP00032,2026-07-22,"Sewage line broken near Riverside Lane, Ward 13, dirty water flowing on road for 10 days.",Ward 13,sewage
CMP00132,2026-07-22,"No water supply near Community Hall, Ward 7 for a week, please check pipeline.",Ward 7,water_supply
CMP00142,2026-07-22,"No water supply near New Market Complex, Ward 4 for 2 days, please check pipeline.",Ward 4,water_supply
CMP00229,2026-07-22,"Streetlight near Gandhi Chowk, Ward 7 not working for 3 weeks, safety issue at night.",Ward 7,streetlight
CMP00406,2026-07-22,"Irregular water supply timing in Ward 12 near Shiv Mandir Road, affecting daily routine.",Ward 12,water_supply
CMP00517,2026-07-22,Municipal garbage van has skipped our street near Sector 4 Market (Ward 6) for several months.,Ward 6,garbage
CMP00577,2026-07-22,"Road near Govt School in Ward 5 badly damaged after rains, potholes everywhere.",Ward 5,pothole
CMP00069,2026-07-23,"Road near Industrial Area Gate in Ward 10 badly damaged after rains, potholes everywhere.",Ward 10,pothole
CMP00130,2026-07-23,"Sewage line broken near Sector 4 Market, Ward 1, dirty water flowing on road for 5 days.",Ward 1,sewage
CMP00181,2026-07-23,"Sewage line broken near Riverside Lane, Ward 2, dirty water flowing on road for a week.",Ward 2,sewage
CMP00599,2026-07-23,"Streetlight near Old Bus Stand, Ward 11 not working for 2 days, safety issue at night.",Ward 11,streetlight
CMP00104,2026-07-24,Municipal garbage van has skipped our street near New Market Complex (Ward 13) for several months.,Ward 13,garbage
CMP00203,2026-07-24,"Every monsoon the road near Shiv Mandir Road in Ward 11 gets waterlogged, no permanent solution done yet.",Ward 11,waterlogging
CMP00308,2026-07-24,"Illegal dumping of construction waste near Sector 4 Market in Ward 3, causing blockage.",Ward 3,garbage
CMP00352,2026-07-24,"Overflowing garbage bin at Industrial Area Gate, Ward 12, please send collection truck.",Ward 12,garbage
CMP00398,2026-07-24,"No water supply near Ambedkar Park, Ward 11 for a week, please check pipeline.",Ward 11,water_supply
CMP00526,2026-07-24,"Overflowing garbage bin at Main Bazaar, Ward 3, please send collection truck.",Ward 3,garbage
CMP00002,2026-07-25,"Same pothole near Railway Station Road (Ward 11) reported over a month ago, still not repaired.",Ward 11,pothole
CMP00018,2026-07-25,"Multiple streetlights down on the stretch near Riverside Lane in Ward 4, women feel unsafe.",Ward 4,streetlight
CMP00031,2026-07-25,"Sir humara area Ward 13 New Market Complex ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 13,waterlogging
CMP00146,2026-07-25,"Manhole overflow near New Market Complex in Ward 7, extremely unhygienic condition.",Ward 7,sewage
CMP00243,2026-07-25,"Illegal dumping of construction waste near Ring Road Junction in Ward 12, causing blockage.",Ward 12,garbage
CMP00304,2026-07-25,Complaint raised earlier too - streetlight at Ring Road Junction (Ward 12) still not fixed.,Ward 12,streetlight
CMP00322,2026-07-25,"Contaminated water coming from tap near Industrial Area Gate in Ward 7, smells bad.",Ward 7,water_supply
CMP00422,2026-07-25,"Same pothole near Railway Station Road (Ward 12) reported 2 days ago, still not repaired.",Ward 12,pothole
CMP00437,2026-07-25,"Overflowing garbage bin at Petrol Pump Circle, Ward 7, please send collection truck.",Ward 7,garbage
CMP00586,2026-07-25,Heavy waterlogging near Shiv Mandir Road in Ward 11 since several months. Road is completely flooded.,Ward 11,waterlogging
CMP00085,2026-07-26,"Contaminated water coming from tap near Community Hall in Ward 7, smells bad.",Ward 7,water_supply
CMP00123,2026-07-26,Municipal garbage van has skipped our street near Riverside Lane (Ward 7) for a week.,Ward 7,garbage
CMP00507,2026-07-26,"Manhole overflow near Industrial Area Gate in Ward 1, extremely unhygienic condition.",Ward 1,sewage
CMP00086,2026-07-27,"Road near Housing Colony Gate in Ward 12 badly damaged after rains, potholes everywhere.",Ward 12,pothole
CMP00180,2026-07-27,"Large pothole near New Market Complex, Ward 7 causing accidents, two-wheelers keep skidding.",Ward 7,pothole
CMP00320,2026-07-27,"Contaminated water coming from tap near Ambedkar Park in Ward 5, smells bad.",Ward 5,water_supply
CMP00328,2026-07-27,"Sir humara area Ward 3 Petrol Pump Circle ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 3,waterlogging
CMP00330,2026-07-27,"Stagnant water near Shiv Mandir Road for 10 days, mosquito breeding ground, Ward 1 residents worried.",Ward 1,waterlogging
CMP00513,2026-07-27,"Multiple streetlights down on the stretch near Housing Colony Gate in Ward 12, women feel unsafe.",Ward 12,streetlight
CMP00565,2026-07-27,Complaint raised earlier too - streetlight at Petrol Pump Circle (Ward 2) still not fixed.,Ward 2,streetlight
CMP00033,2026-07-28,"Road near Ambedkar Park in Ward 15 badly damaged after rains, potholes everywhere.",Ward 15,pothole
CMP00041,2026-07-28,"Drain overflow causing water to enter houses near Sector 4 Market, Ward 12. Please help urgently.",Ward 12,waterlogging
CMP00096,2026-07-28,"Manhole overflow near New Market Complex in Ward 12, extremely unhygienic condition.",Ward 12,sewage
CMP00227,2026-07-28,"Irregular water supply timing in Ward 7 near Ring Road Junction, affecting daily routine.",Ward 7,water_supply
CMP00270,2026-07-28,"Garbage not collected for 3 weeks near Community Hall, Ward 8. Foul smell spreading.",Ward 8,garbage
CMP00367,2026-07-28,"Streetlight near Govt School, Ward 3 not working for over a month, safety issue at night.",Ward 3,streetlight
CMP00046,2026-07-29,"Stagnant water near Community Hall for several months, mosquito breeding ground, Ward 3 residents worried.",Ward 3,waterlogging
CMP00073,2026-07-29,"Contaminated water coming from tap near Sector 4 Market in Ward 3, smells bad.",Ward 3,water_supply
CMP00134,2026-07-29,"Manhole overflow near Shiv Mandir Road in Ward 6, extremely unhygienic condition.",Ward 6,sewage
CMP00171,2026-07-29,Municipal garbage van has skipped our street near Housing Colony Gate (Ward 7) for a week.,Ward 7,garbage
CMP00194,2026-07-29,Municipal garbage van has skipped our street near Riverside Lane (Ward 15) for 10 days.,Ward 15,garbage
CMP00219,2026-07-29,"Garbage not collected for several months near New Market Complex, Ward 2. Foul smell spreading.",Ward 2,garbage
CMP00354,2026-07-29,"Irregular water supply timing in Ward 7 near Govt School, affecting daily routine.",Ward 7,water_supply
CMP00403,2026-07-29,"Contaminated water coming from tap near Old Bus Stand in Ward 5, smells bad.",Ward 5,water_supply
CMP00512,2026-07-29,"Road near Community Hall in Ward 12 badly damaged after rains, potholes everywhere.",Ward 12,pothole
CMP00523,2026-07-29,"Road near Shiv Mandir Road in Ward 9 badly damaged after rains, potholes everywhere.",Ward 9,pothole
CMP00533,2026-07-29,"Illegal dumping of construction waste near Old Bus Stand in Ward 5, causing blockage.",Ward 5,garbage
CMP00550,2026-07-29,"Irregular water supply timing in Ward 1 near Railway Station Road, affecting daily routine.",Ward 1,water_supply
CMP00039,2026-07-30,"Road near Govt School in Ward 2 badly damaged after rains, potholes everywhere.",Ward 2,pothole
CMP00192,2026-07-30,"Garbage not collected for several months near Ambedkar Park, Ward 4. Foul smell spreading.",Ward 4,garbage
CMP00206,2026-07-30,"Illegal dumping of construction waste near Industrial Area Gate in Ward 13, causing blockage.",Ward 13,garbage
CMP00355,2026-07-30,"Stagnant water near Govt School for 3 weeks, mosquito breeding ground, Ward 2 residents worried.",Ward 2,waterlogging
CMP00361,2026-07-30,"Drain overflow causing water to enter houses near Housing Colony Gate, Ward 11. Please help urgently.",Ward 11,waterlogging
CMP00402,2026-07-30,"Streetlight near New Market Complex, Ward 7 not working for over a month, safety issue at night.",Ward 7,streetlight
CMP00030,2026-07-31,"Sewage line broken near Old Bus Stand, Ward 12, dirty water flowing on road for 5 days.",Ward 12,sewage
CMP00114,2026-07-31,"Drain overflow causing water to enter houses near Sector 4 Market, Ward 3. Please help urgently.",Ward 3,waterlogging
CMP00302,2026-07-31,"Streetlight near Industrial Area Gate, Ward 13 not working for 5 days, safety issue at night.",Ward 13,streetlight
CMP00374,2026-07-31,Complaint raised earlier too - streetlight at Ring Road Junction (Ward 12) still not fixed.,Ward 12,streetlight
CMP00395,2026-07-31,"Streetlight near Govt School, Ward 1 not working for 5 days, safety issue at night.",Ward 1,streetlight
CMP00423,2026-07-31,Heavy waterlogging near Ambedkar Park in Ward 6 since 2 days. Road is completely flooded.,Ward 6,waterlogging
CMP00175,2026-08-01,"Streetlight near Housing Colony Gate, Ward 15 not working for over a month, safety issue at night.",Ward 15,streetlight
CMP00205,2026-08-01,"Overflowing garbage bin at Community Hall, Ward 7, please send collection truck.",Ward 7,garbage
CMP00382,2026-08-01,Complaint raised earlier too - streetlight at Shiv Mandir Road (Ward 10) still not fixed.,Ward 10,streetlight
CMP00491,2026-08-01,"Every monsoon the road near Govt School in Ward 3 gets waterlogged, no permanent solution done yet.",Ward 3,waterlogging
CMP00562,2026-08-01,"Manhole overflow near Riverside Lane in Ward 12, extremely unhygienic condition.",Ward 12,sewage
CMP00029,2026-08-02,"Garbage not collected for 5 days near Railway Station Road, Ward 4. Foul smell spreading.",Ward 4,garbage
CMP00105,2026-08-02,"Same pothole near Ambedkar Park (Ward 7) reported a week ago, still not repaired.",Ward 7,pothole
CMP00160,2026-08-02,Municipal garbage van has skipped our street near Petrol Pump Circle (Ward 7) for several months.,Ward 7,garbage
CMP00167,2026-08-02,"Multiple streetlights down on the stretch near Housing Colony Gate in Ward 3, women feel unsafe.",Ward 3,streetlight
CMP00285,2026-08-02,"Drain overflow causing water to enter houses near Shiv Mandir Road, Ward 6. Please help urgently.",Ward 6,waterlogging
CMP00334,2026-08-02,"Sir humara area Ward 10 Community Hall ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 10,waterlogging
CMP00455,2026-08-02,"Illegal dumping of construction waste near Community Hall in Ward 8, causing blockage.",Ward 8,garbage
CMP00528,2026-08-02,"Sewage line broken near Main Bazaar, Ward 7, dirty water flowing on road for a week.",Ward 7,sewage
CMP00553,2026-08-02,"Overflowing garbage bin at Ring Road Junction, Ward 12, please send collection truck.",Ward 12,garbage
CMP00016,2026-08-03,"Manhole overflow near Sector 4 Market in Ward 4, extremely unhygienic condition.",Ward 4,sewage
CMP00019,2026-08-03,"Overflowing garbage bin at Old Bus Stand, Ward 12, please send collection truck.",Ward 12,garbage
CMP00198,2026-08-03,"No water supply near Ambedkar Park, Ward 12 for over a month, please check pipeline.",Ward 12,water_supply
CMP00213,2026-08-03,Heavy waterlogging near Gandhi Chowk in Ward 9 since 10 days. Road is completely flooded.,Ward 9,waterlogging
CMP00306,2026-08-03,"Contaminated water coming from tap near Railway Station Road in Ward 7, smells bad.",Ward 7,water_supply
CMP00321,2026-08-03,"Overflowing garbage bin at Housing Colony Gate, Ward 12, please send collection truck.",Ward 12,garbage
CMP00339,2026-08-03,"Sewage line broken near Sector 4 Market, Ward 4, dirty water flowing on road for several months.",Ward 4,sewage
CMP00399,2026-08-03,Heavy waterlogging near New Market Complex in Ward 12 since 3 weeks. Road is completely flooded.,Ward 12,waterlogging
CMP00490,2026-08-03,"Every monsoon the road near Community Hall in Ward 10 gets waterlogged, no permanent solution done yet.",Ward 10,waterlogging
CMP00492,2026-08-03,"Overflowing garbage bin at Riverside Lane, Ward 12, please send collection truck.",Ward 12,garbage
CMP00587,2026-08-03,"Sir humara area Ward 5 Petrol Pump Circle ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 5,waterlogging
CMP00056,2026-08-04,"Sewage line broken near Main Bazaar, Ward 15, dirty water flowing on road for a week.",Ward 15,sewage
CMP00173,2026-08-04,"Contaminated water coming from tap near Ambedkar Park in Ward 12, smells bad.",Ward 12,water_supply
CMP00241,2026-08-04,"Road near Railway Station Road in Ward 13 badly damaged after rains, potholes everywhere.",Ward 13,pothole
CMP00293,2026-08-04,"Multiple streetlights down on the stretch near Industrial Area Gate in Ward 15, women feel unsafe.",Ward 15,streetlight
CMP00362,2026-08-04,"Garbage not collected for 3 weeks near Railway Station Road, Ward 7. Foul smell spreading.",Ward 7,garbage
CMP00373,2026-08-04,"Road near Ring Road Junction in Ward 15 badly damaged after rains, potholes everywhere.",Ward 15,pothole
CMP00477,2026-08-04,"Same pothole near Riverside Lane (Ward 7) reported 2 days ago, still not repaired.",Ward 7,pothole
CMP00576,2026-08-04,Heavy waterlogging near Industrial Area Gate in Ward 1 since 3 weeks. Road is completely flooded.,Ward 1,waterlogging
CMP00078,2026-08-05,"Road near Govt School in Ward 7 badly damaged after rains, potholes everywhere.",Ward 7,pothole
CMP00317,2026-08-05,Heavy waterlogging near Shiv Mandir Road in Ward 1 since 10 days. Road is completely flooded.,Ward 1,waterlogging
CMP00338,2026-08-05,"Large pothole near Industrial Area Gate, Ward 11 causing accidents, two-wheelers keep skidding.",Ward 11,pothole
CMP00450,2026-08-05,"Road near Community Hall in Ward 7 badly damaged after rains, potholes everywhere.",Ward 7,pothole
CMP00145,2026-08-06,"Same pothole near Sector 4 Market (Ward 12) reported several months ago, still not repaired.",Ward 12,pothole
CMP00165,2026-08-06,"Multiple streetlights down on the stretch near Gandhi Chowk in Ward 10, women feel unsafe.",Ward 10,streetlight
CMP00508,2026-08-06,"Drain overflow causing water to enter houses near Main Bazaar, Ward 3. Please help urgently.",Ward 3,waterlogging
CMP00584,2026-08-06,"Stagnant water near Shiv Mandir Road for over a month, mosquito breeding ground, Ward 3 residents worried.",Ward 3,waterlogging
CMP00133,2026-08-07,"Illegal dumping of construction waste near Housing Colony Gate in Ward 10, causing blockage.",Ward 10,garbage
CMP00204,2026-08-07,"Sir humara area Ward 3 Ambedkar Park ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 3,waterlogging
CMP00247,2026-08-07,"Large pothole near Railway Station Road, Ward 3 causing accidents, two-wheelers keep skidding.",Ward 3,pothole
CMP00309,2026-08-07,"Same pothole near Shiv Mandir Road (Ward 3) reported 2 days ago, still not repaired.",Ward 3,pothole
CMP00427,2026-08-07,"Overflowing garbage bin at Main Bazaar, Ward 9, please send collection truck.",Ward 9,garbage
CMP00464,2026-08-07,"No water supply near Railway Station Road, Ward 10 for 2 days, please check pipeline.",Ward 10,water_supply
CMP00124,2026-08-08,Complaint raised earlier too - streetlight at Community Hall (Ward 3) still not fixed.,Ward 3,streetlight
CMP00138,2026-08-08,"Illegal dumping of construction waste near Gandhi Chowk in Ward 5, causing blockage.",Ward 5,garbage
CMP00397,2026-08-08,"Irregular water supply timing in Ward 2 near Ring Road Junction, affecting daily routine.",Ward 2,water_supply
CMP00417,2026-08-08,Complaint raised earlier too - streetlight at Sector 4 Market (Ward 2) still not fixed.,Ward 2,streetlight
CMP00503,2026-08-08,"Manhole overflow near Ring Road Junction in Ward 2, extremely unhygienic condition.",Ward 2,sewage
CMP00520,2026-08-08,"Garbage not collected for 2 days near Ring Road Junction, Ward 4. Foul smell spreading.",Ward 4,garbage
CMP00541,2026-08-08,Complaint raised earlier too - streetlight at Community Hall (Ward 12) still not fixed.,Ward 12,streetlight
CMP00579,2026-08-08,"Streetlight near Industrial Area Gate, Ward 5 not working for a week, safety issue at night.",Ward 5,streetlight
CMP00101,2026-08-09,"Stagnant water near Govt School for 10 days, mosquito breeding ground, Ward 3 residents worried.",Ward 3,waterlogging
CMP00152,2026-08-09,"No water supply near Govt School, Ward 8 for 2 days, please check pipeline.",Ward 8,water_supply
CMP00574,2026-08-09,"Sir humara area Ward 13 Govt School ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 13,waterlogging
CMP00034,2026-08-10,"Every monsoon the road near Gandhi Chowk in Ward 3 gets waterlogged, no permanent solution done yet.",Ward 3,waterlogging
CMP00059,2026-08-10,"Irregular water supply timing in Ward 14 near Gandhi Chowk, affecting daily routine.",Ward 14,water_supply
CMP00221,2026-08-10,"Sir humara area Ward 4 Sector 4 Market ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 4,waterlogging
CMP00295,2026-08-10,"Stagnant water near New Market Complex for 10 days, mosquito breeding ground, Ward 12 residents worried.",Ward 12,waterlogging
CMP00340,2026-08-10,"Multiple streetlights down on the stretch near Housing Colony Gate in Ward 1, women feel unsafe.",Ward 1,streetlight
CMP00499,2026-08-10,"Sewage line broken near Petrol Pump Circle, Ward 3, dirty water flowing on road for several months.",Ward 3,sewage
CMP00596,2026-08-10,"Contaminated water coming from tap near Shiv Mandir Road in Ward 12, smells bad.",Ward 12,water_supply
CMP00129,2026-08-11,"Irregular water supply timing in Ward 6 near Ambedkar Park, affecting daily routine.",Ward 6,water_supply
CMP00144,2026-08-11,"Sewage line broken near Sector 4 Market, Ward 12, dirty water flowing on road for 2 days.",Ward 12,sewage
CMP00366,2026-08-11,Municipal garbage van has skipped our street near Gandhi Chowk (Ward 12) for over a month.,Ward 12,garbage
CMP00387,2026-08-11,"Road near Housing Colony Gate in Ward 3 badly damaged after rains, potholes everywhere.",Ward 3,pothole
CMP00420,2026-08-11,"Multiple streetlights down on the stretch near Ring Road Junction in Ward 7, women feel unsafe.",Ward 7,streetlight
CMP00441,2026-08-11,"Road near Ambedkar Park in Ward 5 badly damaged after rains, potholes everywhere.",Ward 5,pothole
CMP00530,2026-08-11,"Streetlight near New Market Complex, Ward 13 not working for 3 weeks, safety issue at night.",Ward 13,streetlight
CMP00120,2026-08-12,"Irregular water supply timing in Ward 12 near Industrial Area Gate, affecting daily routine.",Ward 12,water_supply
CMP00154,2026-08-12,"Irregular water supply timing in Ward 2 near Riverside Lane, affecting daily routine.",Ward 2,water_supply
CMP00189,2026-08-12,"Overflowing garbage bin at Main Bazaar, Ward 6, please send collection truck.",Ward 6,garbage
CMP00197,2026-08-12,"Contaminated water coming from tap near Community Hall in Ward 1, smells bad.",Ward 1,water_supply
CMP00267,2026-08-12,"Irregular water supply timing in Ward 7 near Housing Colony Gate, affecting daily routine.",Ward 7,water_supply
CMP00329,2026-08-12,"Every monsoon the road near Shiv Mandir Road in Ward 1 gets waterlogged, no permanent solution done yet.",Ward 1,waterlogging
CMP00466,2026-08-12,"Illegal dumping of construction waste near Govt School in Ward 5, causing blockage.",Ward 5,garbage
