complaint_id,date,raw_text,_true_ward,_true_issue,extracted_ward,extracted_issue,extracted_urgency,extracted_duration
CMP00421,2026-07-03,"Irregular water supply timing in Ward 7 near Gandhi Chowk, affecting daily routine.",Ward 7,water_supply,Ward 7,water_supply,low,not specified
CMP00442,2026-07-03,"Overflowing garbage bin at Govt School, Ward 7, please send collection truck.",Ward 7,garbage,Ward 7,garbage,low,not specified
CMP00076,2026-07-04,"Illegal dumping of construction waste near Gandhi Chowk in Ward 9, causing blockage.",Ward 9,garbage,Ward 9,garbage,low,not specified
CMP00128,2026-07-04,Municipal garbage van has skipped our street near Sector 4 Market (Ward 7) for 10 days.,Ward 7,garbage,Ward 7,garbage,low,10 day
CMP00182,2026-07-04,"Sewage line broken near Housing Colony Gate, Ward 12, dirty water flowing on road for several months.",Ward 12,sewage,Ward 12,sewage,medium,several months
CMP00333,2026-07-04,"Garbage not collected for several months near Community Hall, Ward 7. Foul smell spreading.",Ward 7,garbage,Ward 7,garbage,medium,several months
CMP00158,2026-07-05,"Sewage line broken near Industrial Area Gate, Ward 2, dirty water flowing on road for 5 days.",Ward 2,sewage,Ward 2,sewage,low,5 day
CMP00250,2026-07-05,"No water supply near Petrol Pump Circle, Ward 3 for 2 days, please check pipeline.",Ward 3,water_supply,Ward 3,water_supply,low,2 day
CMP00358,2026-07-05,"Drain overflow causing water to enter houses near Housing Colony Gate, Ward 7. Please help urgently.",Ward 7,waterlogging,Ward 7,waterlogging,high,not specified
CMP00391,2026-07-05,"Streetlight near New Market Complex, Ward 4 not working for over a month, safety issue at night.",Ward 4,streetlight,Ward 4,streetlight,medium,not specified
CMP00542,2026-07-05,"Manhole overflow near Community Hall in Ward 3, extremely unhygienic condition.",Ward 3,sewage,Ward 3,sewage,high,not specified
CMP00585,2026-07-05,"Large pothole near Shiv Mandir Road, Ward 12 causing accidents, two-wheelers keep skidding.",Ward 12,pothole,Ward 12,pothole,high,not specified
CMP00063,2026-07-06,"No water supply near Petrol Pump Circle, Ward 12 for 3 weeks, please check pipeline.",Ward 12,water_supply,Ward 12,water_supply,low,3 week
CMP00098,2026-07-06,Municipal garbage van has skipped our street near Petrol Pump Circle (Ward 12) for a week.,Ward 12,garbage,Ward 12,garbage,low,a week
CMP00172,2026-07-06,"Overflowing garbage bin at New Market Complex, Ward 8, please send collection truck.",Ward 8,garbage,Ward 8,garbage,low,not specified
CMP00216,2026-07-06,"Road near Ring Road Junction in Ward 12 badly damaged after rains, potholes everywhere.",Ward 12,pothole,Ward 12,pothole,low,not specified
CMP00269,2026-07-06,"Stagnant water near Petrol Pump Circle for 10 days, mosquito breeding ground, Ward 3 residents worried.",Ward 3,waterlogging,Ward 3,waterlogging,medium,10 day
CMP00548,2026-07-06,"No water supply near Govt School, Ward 9 for over a month, please check pipeline.",Ward 9,water_supply,Ward 9,water_supply,medium,not specified
CMP00162,2026-07-07,"Stagnant water near Riverside Lane for 3 weeks, mosquito breeding ground, Ward 2 residents worried.",Ward 2,waterlogging,Ward 2,waterlogging,medium,3 week
CMP00290,2026-07-07,"Overflowing garbage bin at Housing Colony Gate, Ward 7, please send collection truck.",Ward 7,garbage,Ward 7,garbage,low,not specified
CMP00296,2026-07-07,"Same pothole near New Market Complex (Ward 13) reported 2 days ago, still not repaired.",Ward 13,pothole,Ward 13,pothole,medium,2 day
CMP00301,2026-07-07,"Large pothole near Old Bus Stand, Ward 12 causing accidents, two-wheelers keep skidding.",Ward 12,pothole,Ward 12,pothole,high,not specified
CMP00363,2026-07-07,"Illegal dumping of construction waste near Gandhi Chowk in Ward 7, causing blockage.",Ward 7,garbage,Ward 7,garbage,low,not specified
CMP00364,2026-07-07,"Irregular water supply timing in Ward 7 near Petrol Pump Circle, affecting daily routine.",Ward 7,water_supply,Ward 7,water_supply,low,not specified
CMP00170,2026-07-08,"Drain overflow causing water to enter houses near Housing Colony Gate, Ward 7. Please help urgently.",Ward 7,waterlogging,Ward 7,waterlogging,high,not specified
CMP00188,2026-07-08,"Every monsoon the road near Industrial Area Gate in Ward 5 gets waterlogged, no permanent solution done yet.",Ward 5,waterlogging,Ward 5,waterlogging,low,not specified
CMP00196,2026-07-08,Complaint raised earlier too - streetlight at Community Hall (Ward 4) still not fixed.,Ward 4,streetlight,Ward 4,streetlight,medium,not specified
CMP00404,2026-07-08,"Large pothole near Riverside Lane, Ward 9 causing accidents, two-wheelers keep skidding.",Ward 9,pothole,Ward 9,pothole,high,not specified
CMP00434,2026-07-08,"No water supply near Old Bus Stand, Ward 7 for over a month, please check pipeline.",Ward 7,water_supply,Ward 7,water_supply,medium,not specified
CMP00500,2026-07-08,"Same pothole near Sector 4 Market (Ward 1) reported 3 weeks ago, still not repaired.",Ward 1,pothole,Ward 1,pothole,medium,3 week
CMP00084,2026-07-09,"Sewage line broken near Ring Road Junction, Ward 7, dirty water flowing on road for over a month.",Ward 7,sewage,Ward 7,sewage,medium,not specified
CMP00212,2026-07-09,"Road near Ambedkar Park in Ward 9 badly damaged after rains, potholes everywhere.",Ward 9,pothole,Ward 9,pothole,low,not specified
CMP00353,2026-07-09,"Sir humara area Ward 9 Community Hall ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 9,waterlogging,Ward 9,waterlogging,low,not specified
CMP00385,2026-07-09,"Streetlight near Community Hall, Ward 5 not working for over a month, safety issue at night.",Ward 5,streetlight,Ward 5,streetlight,medium,not specified
CMP00428,2026-07-09,"Sewage line broken near Industrial Area Gate, Ward 3, dirty water flowing on road for 2 days.",Ward 3,sewage,Ward 3,sewage,low,2 day
CMP00439,2026-07-09,Municipal garbage van has skipped our street near Govt School (Ward 12) for a week.,Ward 12,garbage,Ward 12,garbage,low,a week
CMP00597,2026-07-09,"Illegal dumping of construction waste near Ring Road Junction in Ward 7, causing blockage.",Ward 7,garbage,Ward 7,garbage,low,not specified
CMP00028,2026-07-10,"Every monsoon the road near Ambedkar Park in Ward 6 gets waterlogged, no permanent solution done yet.",Ward 6,waterlogging,Ward 6,waterlogging,low,not specified
CMP00168,2026-07-10,"Sewage line broken near Riverside Lane, Ward 3, dirty water flowing on road for a week.",Ward 3,sewage,Ward 3,sewage,low,a week
CMP00248,2026-07-10,"Illegal dumping of construction waste near Old Bus Stand in Ward 4, causing blockage.",Ward 4,garbage,Ward 4,garbage,low,not specified
CMP00262,2026-07-10,"Same pothole near Railway Station Road (Ward 4) reported 3 weeks ago, still not repaired.",Ward 4,pothole,Ward 4,pothole,medium,3 week
CMP00291,2026-07-10,"No water supply near Main Bazaar, Ward 11 for a week, please check pipeline.",Ward 11,water_supply,Ward 11,water_supply,low,a week
CMP00375,2026-07-10,"Garbage not collected for over a month near Govt School, Ward 12. Foul smell spreading.",Ward 12,garbage,Ward 12,garbage,medium,not specified
CMP00525,2026-07-10,"Road near Railway Station Road in Ward 8 badly damaged after rains, potholes everywhere.",Ward 8,pothole,Ward 8,pothole,low,not specified
CMP00582,2026-07-10,"Sir humara area Ward 13 Ring Road Junction ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 13,waterlogging,Ward 13,waterlogging,low,not specified
CMP00099,2026-07-11,"Large pothole near Community Hall, Ward 7 causing accidents, two-wheelers keep skidding.",Ward 7,pothole,Ward 7,pothole,high,not specified
CMP00135,2026-07-11,"Garbage not collected for a week near Riverside Lane, Ward 5. Foul smell spreading.",Ward 5,garbage,Ward 5,garbage,low,a week
CMP00163,2026-07-11,"Garbage not collected for 2 days near Housing Colony Gate, Ward 10. Foul smell spreading.",Ward 10,garbage,Ward 10,garbage,low,2 day
CMP00268,2026-07-11,"Manhole overflow near New Market Complex in Ward 9, extremely unhygienic condition.",Ward 9,sewage,Ward 9,sewage,high,not specified
CMP00331,2026-07-11,Complaint raised earlier too - streetlight at Shiv Mandir Road (Ward 12) still not fixed.,Ward 12,streetlight,Ward 12,streetlight,medium,not specified
CMP00356,2026-07-11,"Road near New Market Complex in Ward 3 badly damaged after rains, potholes everywhere.",Ward 3,pothole,Ward 3,pothole,low,not specified
CMP00451,2026-07-11,Complaint raised earlier too - streetlight at Housing Colony Gate (Ward 12) still not fixed.,Ward 12,streetlight,Ward 12,streetlight,medium,not specified
CMP00473,2026-07-11,"Sewage line broken near Old Bus Stand, Ward 13, dirty water flowing on road for several months.",Ward 13,sewage,Ward 13,sewage,medium,several months
CMP00496,2026-07-11,"Every monsoon the road near Old Bus Stand in Ward 13 gets waterlogged, no permanent solution done yet.",Ward 13,waterlogging,Ward 13,waterlogging,low,not specified
CMP00568,2026-07-11,"Road near Shiv Mandir Road in Ward 11 badly damaged after rains, potholes everywhere.",Ward 11,pothole,Ward 11,pothole,low,not specified
CMP00593,2026-07-11,Municipal garbage van has skipped our street near Ambedkar Park (Ward 7) for 5 days.,Ward 7,garbage,Ward 7,garbage,low,5 day
CMP00125,2026-07-12,Complaint raised earlier too - streetlight at Ring Road Junction (Ward 12) still not fixed.,Ward 12,streetlight,Ward 12,streetlight,medium,not specified
CMP00176,2026-07-12,Complaint raised earlier too - streetlight at Govt School (Ward 6) still not fixed.,Ward 6,streetlight,Ward 6,streetlight,medium,not specified
CMP00230,2026-07-12,"Stagnant water near Railway Station Road for 2 days, mosquito breeding ground, Ward 7 residents worried.",Ward 7,waterlogging,Ward 7,waterlogging,medium,2 day
CMP00323,2026-07-12,"Large pothole near Main Bazaar, Ward 2 causing accidents, two-wheelers keep skidding.",Ward 2,pothole,Ward 2,pothole,high,not specified
CMP00346,2026-07-12,"Multiple streetlights down on the stretch near Old Bus Stand in Ward 12, women feel unsafe.",Ward 12,streetlight,Ward 12,streetlight,high,not specified
CMP00479,2026-07-12,"Irregular water supply timing in Ward 6 near Govt School, affecting daily routine.",Ward 6,water_supply,Ward 6,water_supply,low,not specified
CMP00487,2026-07-12,"Garbage not collected for over a month near Ring Road Junction, Ward 1. Foul smell spreading.",Ward 1,garbage,Ward 1,garbage,medium,not specified
CMP00545,2026-07-12,"No water supply near Old Bus Stand, Ward 3 for 5 days, please check pipeline.",Ward 3,water_supply,Ward 3,water_supply,low,5 day
CMP00552,2026-07-12,"Overflowing garbage bin at Housing Colony Gate, Ward 4, please send collection truck.",Ward 4,garbage,Ward 4,garbage,low,not specified
CMP00183,2026-07-13,"Same pothole near Railway Station Road (Ward 6) reported several months ago, still not repaired.",Ward 6,pothole,Ward 6,pothole,medium,several months
CMP00220,2026-07-13,"Sir humara area Ward 2 Gandhi Chowk ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 2,waterlogging,Ward 2,waterlogging,low,not specified
CMP00278,2026-07-13,"Irregular water supply timing in Ward 8 near Shiv Mandir Road, affecting daily routine.",Ward 8,water_supply,Ward 8,water_supply,low,not specified
CMP00319,2026-07-13,"Garbage not collected for 5 days near New Market Complex, Ward 3. Foul smell spreading.",Ward 3,garbage,Ward 3,garbage,low,5 day
CMP00408,2026-07-13,Municipal garbage van has skipped our street near Industrial Area Gate (Ward 1) for 10 days.,Ward 1,garbage,Ward 1,garbage,low,10 day
CMP00446,2026-07-13,"Multiple streetlights down on the stretch near Sector 4 Market in Ward 11, women feel unsafe.",Ward 11,streetlight,Ward 11,streetlight,high,not specified
CMP00476,2026-07-13,"Irregular water supply timing in Ward 8 near Ambedkar Park, affecting daily routine.",Ward 8,water_supply,Ward 8,water_supply,low,not specified
CMP00494,2026-07-13,Municipal garbage van has skipped our street near Industrial Area Gate (Ward 13) for several months.,Ward 13,garbage,Ward 13,garbage,medium,several months
CMP00006,2026-07-14,"Overflowing garbage bin at Sector 4 Market, Ward 10, please send collection truck.",Ward 10,garbage,Ward 10,garbage,low,not specified
CMP00040,2026-07-14,Heavy waterlogging near Gandhi Chowk in Ward 12 since 3 weeks. Road is completely flooded.,Ward 12,waterlogging,Ward 12,waterlogging,low,3 week
CMP00110,2026-07-14,"Overflowing garbage bin at Housing Colony Gate, Ward 1, please send collection truck.",Ward 1,garbage,Ward 1,garbage,low,not specified
CMP00274,2026-07-14,Heavy waterlogging near Housing Colony Gate in Ward 7 since 2 days. Road is completely flooded.,Ward 7,waterlogging,Ward 7,waterlogging,low,2 day
CMP00350,2026-07-14,"Sir humara area Ward 13 Riverside Lane ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 13,waterlogging,Ward 13,waterlogging,low,not specified
CMP00383,2026-07-14,"Overflowing garbage bin at Housing Colony Gate, Ward 7, please send collection truck.",Ward 7,garbage,Ward 7,garbage,low,not specified
CMP00561,2026-07-14,"Large pothole near Gandhi Chowk, Ward 4 causing accidents, two-wheelers keep skidding.",Ward 4,pothole,Ward 4,pothole,high,not specified
CMP00075,2026-07-15,"Garbage not collected for 10 days near Industrial Area Gate, Ward 3. Foul smell spreading.",Ward 3,garbage,Ward 3,garbage,low,10 day
CMP00193,2026-07-15,"Large pothole near Railway Station Road, Ward 12 causing accidents, two-wheelers keep skidding.",Ward 12,pothole,Ward 12,pothole,high,not specified
CMP00242,2026-07-15,"Large pothole near New Market Complex, Ward 4 causing accidents, two-wheelers keep skidding.",Ward 4,pothole,Ward 4,pothole,high,not specified
CMP00245,2026-07-15,"Every monsoon the road near Ambedkar Park in Ward 5 gets waterlogged, no permanent solution done yet.",Ward 5,waterlogging,Ward 5,waterlogging,low,not specified
CMP00298,2026-07-15,"Drain overflow causing water to enter houses near New Market Complex, Ward 12. Please help urgently.",Ward 12,waterlogging,Ward 12,waterlogging,high,not specified
CMP00510,2026-07-15,"Same pothole near Main Bazaar (Ward 7) reported a week ago, still not repaired.",Ward 7,pothole,Ward 7,pothole,medium,a week
CMP00537,2026-07-15,"Garbage not collected for 10 days near Housing Colony Gate, Ward 11. Foul smell spreading.",Ward 11,garbage,Ward 11,garbage,low,10 day
CMP00199,2026-07-16,"Sewage line broken near Ring Road Junction, Ward 12, dirty water flowing on road for several months.",Ward 12,sewage,Ward 12,sewage,medium,several months
CMP00218,2026-07-16,"Same pothole near Ambedkar Park (Ward 2) reported 5 days ago, still not repaired.",Ward 2,pothole,Ward 2,pothole,medium,5 day
CMP00239,2026-07-16,Complaint raised earlier too - streetlight at Railway Station Road (Ward 13) still not fixed.,Ward 13,streetlight,Ward 13,streetlight,medium,not specified
CMP00313,2026-07-16,"Multiple streetlights down on the stretch near Old Bus Stand in Ward 2, women feel unsafe.",Ward 2,streetlight,Ward 2,streetlight,high,not specified
CMP00456,2026-07-16,"Road near Housing Colony Gate in Ward 13 badly damaged after rains, potholes everywhere.",Ward 13,pothole,Ward 13,pothole,low,not specified
CMP00465,2026-07-16,"Sir humara area Ward 3 Community Hall ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 3,waterlogging,Ward 3,waterlogging,low,not specified
CMP00480,2026-07-16,Municipal garbage van has skipped our street near Housing Colony Gate (Ward 1) for a week.,Ward 1,garbage,Ward 1,garbage,low,a week
CMP00529,2026-07-16,"Stagnant water near Ring Road Junction for 2 days, mosquito breeding ground, Ward 5 residents worried.",Ward 5,waterlogging,Ward 5,waterlogging,medium,2 day
CMP00011,2026-07-17,Municipal garbage van has skipped our street near Petrol Pump Circle (Ward 12) for several months.,Ward 12,garbage,Ward 12,garbage,medium,several months
CMP00067,2026-07-17,"Drain overflow causing water to enter houses near Gandhi Chowk, Ward 8. Please help urgently.",Ward 8,waterlogging,Ward 8,waterlogging,high,not specified
CMP00202,2026-07-17,Municipal garbage van has skipped our street near Gandhi Chowk (Ward 9) for over a month.,Ward 9,garbage,Ward 9,garbage,medium,not specified
CMP00217,2026-07-17,Municipal garbage van has skipped our street near Housing Colony Gate (Ward 1) for a week.,Ward 1,garbage,Ward 1,garbage,low,a week
CMP00276,2026-07-17,Complaint raised earlier too - streetlight at Ring Road Junction (Ward 7) still not fixed.,Ward 7,streetlight,Ward 7,streetlight,medium,not specified
CMP00365,2026-07-17,"Contaminated water coming from tap near Old Bus Stand in Ward 7, smells bad.",Ward 7,water_supply,Ward 7,water_supply,low,not specified
CMP00409,2026-07-17,"Large pothole near Community Hall, Ward 5 causing accidents, two-wheelers keep skidding.",Ward 5,pothole,Ward 5,pothole,high,not specified
CMP00504,2026-07-17,"Manhole overflow near Main Bazaar in Ward 7, extremely unhygienic condition.",Ward 7,sewage,Ward 7,sewage,high,not specified
CMP00557,2026-07-17,"Illegal dumping of construction waste near Railway Station Road in Ward 12, causing blockage.",Ward 12,garbage,Ward 12,garbage,low,not specified
CMP00573,2026-07-17,"Large pothole near Main Bazaar, Ward 4 causing accidents, two-wheelers keep skidding.",Ward 4,pothole,Ward 4,pothole,high,not specified
CMP00026,2026-07-18,"Same pothole near Sector 4 Market (Ward 5) reported a week ago, still not repaired.",Ward 5,pothole,Ward 5,pothole,medium,a week
CMP00057,2026-07-18,"Sewage line broken near Ambedkar Park, Ward 5, dirty water flowing on road for a week.",Ward 5,sewage,Ward 5,sewage,low,a week
CMP00066,2026-07-18,"No water supply near Main Bazaar, Ward 2 for 2 days, please check pipeline.",Ward 2,water_supply,Ward 2,water_supply,low,2 day
CMP00214,2026-07-18,"Overflowing garbage bin at Govt School, Ward 3, please send collection truck.",Ward 3,garbage,Ward 3,garbage,low,not specified
CMP00357,2026-07-18,"Contaminated water coming from tap near Old Bus Stand in Ward 11, smells bad.",Ward 11,water_supply,Ward 11,water_supply,low,not specified
CMP00563,2026-07-18,"Garbage not collected for 10 days near Railway Station Road, Ward 2. Foul smell spreading.",Ward 2,garbage,Ward 2,garbage,low,10 day
CMP00008,2026-07-19,"Stagnant water near Main Bazaar for 2 days, mosquito breeding ground, Ward 5 residents worried.",Ward 5,waterlogging,Ward 5,waterlogging,medium,2 day
CMP00190,2026-07-19,"Drain overflow causing water to enter houses near Railway Station Road, Ward 10. Please help urgently.",Ward 10,waterlogging,Ward 10,waterlogging,high,not specified
CMP00282,2026-07-19,"Large pothole near Community Hall, Ward 7 causing accidents, two-wheelers keep skidding.",Ward 7,pothole,Ward 7,pothole,high,not specified
CMP00288,2026-07-19,"Irregular water supply timing in Ward 10 near Old Bus Stand, affecting daily routine.",Ward 10,water_supply,Ward 10,water_supply,low,not specified
CMP00378,2026-07-19,Complaint raised earlier too - streetlight at Ring Road Junction (Ward 7) still not fixed.,Ward 7,streetlight,Ward 7,streetlight,medium,not specified
CMP00425,2026-07-19,Municipal garbage van has skipped our street near Housing Colony Gate (Ward 13) for several months.,Ward 13,garbage,Ward 13,garbage,medium,several months
CMP00438,2026-07-19,"Every monsoon the road near Petrol Pump Circle in Ward 8 gets waterlogged, no permanent solution done yet.",Ward 8,waterlogging,Ward 8,waterlogging,low,not specified
CMP00449,2026-07-19,"Manhole overflow near Industrial Area Gate in Ward 3, extremely unhygienic condition.",Ward 3,sewage,Ward 3,sewage,high,not specified
CMP00454,2026-07-19,"Overflowing garbage bin at Shiv Mandir Road, Ward 11, please send collection truck.",Ward 11,garbage,Ward 11,garbage,low,not specified
CMP00468,2026-07-19,"No water supply near Railway Station Road, Ward 9 for 3 weeks, please check pipeline.",Ward 9,water_supply,Ward 9,water_supply,low,3 week
CMP00502,2026-07-19,"Overflowing garbage bin at Riverside Lane, Ward 9, please send collection truck.",Ward 9,garbage,Ward 9,garbage,low,not specified
CMP00310,2026-07-20,"Irregular water supply timing in Ward 7 near Main Bazaar, affecting daily routine.",Ward 7,water_supply,Ward 7,water_supply,low,not specified
CMP00522,2026-07-20,Complaint raised earlier too - streetlight at Shiv Mandir Road (Ward 12) still not fixed.,Ward 12,streetlight,Ward 12,streetlight,medium,not specified
CMP00208,2026-07-21,"Illegal dumping of construction waste near Railway Station Road in Ward 10, causing blockage.",Ward 10,garbage,Ward 10,garbage,low,not specified
CMP00368,2026-07-21,"Garbage not collected for 2 days near Old Bus Stand, Ward 12. Foul smell spreading.",Ward 12,garbage,Ward 12,garbage,low,2 day
CMP00372,2026-07-21,"Sir humara area Ward 12 Shiv Mandir Road ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 12,waterlogging,Ward 12,waterlogging,low,not specified
CMP00509,2026-07-21,"Large pothole near Housing Colony Gate, Ward 8 causing accidents, two-wheelers keep skidding.",Ward 8,pothole,Ward 8,pothole,high,not specified
CMP00551,2026-07-21,"Large pothole near Industrial Area Gate, Ward 9 causing accidents, two-wheelers keep skidding.",Ward 9,pothole,Ward 9,pothole,high,not specified
CMP00571,2026-07-21,"Sir humara area Ward 12 Main Bazaar ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 12,waterlogging,Ward 12,waterlogging,low,not specified
CMP00032,2026-07-22,"Sewage line broken near Riverside Lane, Ward 13, dirty water flowing on road for 10 days.",Ward 13,sewage,Ward 13,sewage,low,10 day
CMP00132,2026-07-22,"No water supply near Community Hall, Ward 7 for a week, please check pipeline.",Ward 7,water_supply,Ward 7,water_supply,low,a week
CMP00142,2026-07-22,"No water supply near New Market Complex, Ward 4 for 2 days, please check pipeline.",Ward 4,water_supply,Ward 4,water_supply,low,2 day
CMP00229,2026-07-22,"Streetlight near Gandhi Chowk, Ward 7 not working for 3 weeks, safety issue at night.",Ward 7,streetlight,Ward 7,streetlight,low,3 week
CMP00406,2026-07-22,"Irregular water supply timing in Ward 12 near Shiv Mandir Road, affecting daily routine.",Ward 12,water_supply,Ward 12,water_supply,low,not specified
CMP00517,2026-07-22,Municipal garbage van has skipped our street near Sector 4 Market (Ward 6) for several months.,Ward 6,garbage,Ward 6,garbage,medium,several months
CMP00577,2026-07-22,"Road near Govt School in Ward 5 badly damaged after rains, potholes everywhere.",Ward 5,pothole,Ward 5,pothole,low,not specified
CMP00069,2026-07-23,"Road near Industrial Area Gate in Ward 10 badly damaged after rains, potholes everywhere.",Ward 10,pothole,Ward 10,pothole,low,not specified
CMP00130,2026-07-23,"Sewage line broken near Sector 4 Market, Ward 1, dirty water flowing on road for 5 days.",Ward 1,sewage,Ward 1,sewage,low,5 day
CMP00181,2026-07-23,"Sewage line broken near Riverside Lane, Ward 2, dirty water flowing on road for a week.",Ward 2,sewage,Ward 2,sewage,low,a week
CMP00599,2026-07-23,"Streetlight near Old Bus Stand, Ward 11 not working for 2 days, safety issue at night.",Ward 11,streetlight,Ward 11,streetlight,low,2 day
CMP00104,2026-07-24,Municipal garbage van has skipped our street near New Market Complex (Ward 13) for several months.,Ward 13,garbage,Ward 13,garbage,medium,several months
CMP00203,2026-07-24,"Every monsoon the road near Shiv Mandir Road in Ward 11 gets waterlogged, no permanent solution done yet.",Ward 11,waterlogging,Ward 11,waterlogging,low,not specified
CMP00308,2026-07-24,"Illegal dumping of construction waste near Sector 4 Market in Ward 3, causing blockage.",Ward 3,garbage,Ward 3,garbage,low,not specified
CMP00352,2026-07-24,"Overflowing garbage bin at Industrial Area Gate, Ward 12, please send collection truck.",Ward 12,garbage,Ward 12,garbage,low,not specified
CMP00398,2026-07-24,"No water supply near Ambedkar Park, Ward 11 for a week, please check pipeline.",Ward 11,water_supply,Ward 11,water_supply,low,a week
CMP00526,2026-07-24,"Overflowing garbage bin at Main Bazaar, Ward 3, please send collection truck.",Ward 3,garbage,Ward 3,garbage,low,not specified
CMP00002,2026-07-25,"Same pothole near Railway Station Road (Ward 11) reported over a month ago, still not repaired.",Ward 11,pothole,Ward 11,pothole,medium,not specified
CMP00018,2026-07-25,"Multiple streetlights down on the stretch near Riverside Lane in Ward 4, women feel unsafe.",Ward 4,streetlight,Ward 4,streetlight,high,not specified
CMP00031,2026-07-25,"Sir humara area Ward 13 New Market Complex ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 13,waterlogging,Ward 13,waterlogging,low,not specified
CMP00146,2026-07-25,"Manhole overflow near New Market Complex in Ward 7, extremely unhygienic condition.",Ward 7,sewage,Ward 7,sewage,high,not specified
CMP00243,2026-07-25,"Illegal dumping of construction waste near Ring Road Junction in Ward 12, causing blockage.",Ward 12,garbage,Ward 12,garbage,low,not specified
CMP00304,2026-07-25,Complaint raised earlier too - streetlight at Ring Road Junction (Ward 12) still not fixed.,Ward 12,streetlight,Ward 12,streetlight,medium,not specified
CMP00322,2026-07-25,"Contaminated water coming from tap near Industrial Area Gate in Ward 7, smells bad.",Ward 7,water_supply,Ward 7,water_supply,low,not specified
CMP00422,2026-07-25,"Same pothole near Railway Station Road (Ward 12) reported 2 days ago, still not repaired.",Ward 12,pothole,Ward 12,pothole,medium,2 day
CMP00437,2026-07-25,"Overflowing garbage bin at Petrol Pump Circle, Ward 7, please send collection truck.",Ward 7,garbage,Ward 7,garbage,low,not specified
CMP00586,2026-07-25,Heavy waterlogging near Shiv Mandir Road in Ward 11 since several months. Road is completely flooded.,Ward 11,waterlogging,Ward 11,waterlogging,medium,several months
CMP00085,2026-07-26,"Contaminated water coming from tap near Community Hall in Ward 7, smells bad.",Ward 7,water_supply,Ward 7,water_supply,low,not specified
CMP00123,2026-07-26,Municipal garbage van has skipped our street near Riverside Lane (Ward 7) for a week.,Ward 7,garbage,Ward 7,garbage,low,a week
CMP00507,2026-07-26,"Manhole overflow near Industrial Area Gate in Ward 1, extremely unhygienic condition.",Ward 1,sewage,Ward 1,sewage,high,not specified
CMP00086,2026-07-27,"Road near Housing Colony Gate in Ward 12 badly damaged after rains, potholes everywhere.",Ward 12,pothole,Ward 12,pothole,low,not specified
CMP00180,2026-07-27,"Large pothole near New Market Complex, Ward 7 causing accidents, two-wheelers keep skidding.",Ward 7,pothole,Ward 7,pothole,high,not specified
CMP00320,2026-07-27,"Contaminated water coming from tap near Ambedkar Park in Ward 5, smells bad.",Ward 5,water_supply,Ward 5,water_supply,low,not specified
CMP00328,2026-07-27,"Sir humara area Ward 3 Petrol Pump Circle ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 3,waterlogging,Ward 3,waterlogging,low,not specified
CMP00330,2026-07-27,"Stagnant water near Shiv Mandir Road for 10 days, mosquito breeding ground, Ward 1 residents worried.",Ward 1,waterlogging,Ward 1,waterlogging,medium,10 day
CMP00513,2026-07-27,"Multiple streetlights down on the stretch near Housing Colony Gate in Ward 12, women feel unsafe.",Ward 12,streetlight,Ward 12,streetlight,high,not specified
CMP00565,2026-07-27,Complaint raised earlier too - streetlight at Petrol Pump Circle (Ward 2) still not fixed.,Ward 2,streetlight,Ward 2,streetlight,medium,not specified
CMP00033,2026-07-28,"Road near Ambedkar Park in Ward 15 badly damaged after rains, potholes everywhere.",Ward 15,pothole,Ward 15,pothole,low,not specified
CMP00041,2026-07-28,"Drain overflow causing water to enter houses near Sector 4 Market, Ward 12. Please help urgently.",Ward 12,waterlogging,Ward 12,waterlogging,high,not specified
CMP00096,2026-07-28,"Manhole overflow near New Market Complex in Ward 12, extremely unhygienic condition.",Ward 12,sewage,Ward 12,sewage,high,not specified
CMP00227,2026-07-28,"Irregular water supply timing in Ward 7 near Ring Road Junction, affecting daily routine.",Ward 7,water_supply,Ward 7,water_supply,low,not specified
CMP00270,2026-07-28,"Garbage not collected for 3 weeks near Community Hall, Ward 8. Foul smell spreading.",Ward 8,garbage,Ward 8,garbage,low,3 week
CMP00367,2026-07-28,"Streetlight near Govt School, Ward 3 not working for over a month, safety issue at night.",Ward 3,streetlight,Ward 3,streetlight,medium,not specified
CMP00046,2026-07-29,"Stagnant water near Community Hall for several months, mosquito breeding ground, Ward 3 residents worried.",Ward 3,waterlogging,Ward 3,waterlogging,medium,several months
CMP00073,2026-07-29,"Contaminated water coming from tap near Sector 4 Market in Ward 3, smells bad.",Ward 3,water_supply,Ward 3,water_supply,low,not specified
CMP00134,2026-07-29,"Manhole overflow near Shiv Mandir Road in Ward 6, extremely unhygienic condition.",Ward 6,sewage,Ward 6,sewage,high,not specified
CMP00171,2026-07-29,Municipal garbage van has skipped our street near Housing Colony Gate (Ward 7) for a week.,Ward 7,garbage,Ward 7,garbage,low,a week
